policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
tm_tw,20262398,100,50,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7733.170086818882,773317.0086818882,1134609.0521472795,68.15713370331076,361292.04346539127,0.43,0.64,0.24973193404739472,0.013016583459455482,1.0224333329999808,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263226,100,50,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9104.764048854544,910476.4048854543,1212074.0058502774,75.11722885656224,301597.60096482304,0.54,0.81,0.24855851704295973,0.012957967495564842,1.0277792080000836,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262358,100,50,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9712.768178835498,971276.8178835498,1225095.412229113,79.2817284423807,253818.5943455632,0.49,0.63,0.08175875138119779,0.0009767313892573937,1.0074935000000096,tw_support_offline,context_noise_refinement
tm_tw,20262678,100,50,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,2026.9091038256397,202690.91038256398,1007290.349041334,20.122391778643617,804599.43865877,0.13,0.36,0.08760042271819866,0.0011325529236089213,1.0402676249999558,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263506,100,50,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,10769.59789039365,1076959.789039365,1282363.6523557678,83.9824013306159,205403.86331640277,0.61,0.9,0.08090860763842486,0.000797781117555606,1.035458124999991,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261640,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7779.968482089595,777996.8482089596,842469.5106863792,92.3471815110683,64472.662477419595,0.82,0.96,0.3326359736999148,0.017370674822307305,0.023679457999946862,oracle,context_noise_refinement
state_thompson,20262538,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3988.098985629749,398809.89856297494,816754.2198517913,48.82863031125119,417944.32128881634,0.27,0.45,0.33101584680660284,0.017215130714604517,0.02706708300001992,state_thompson,context_noise_refinement
global_ucb_tw,20262374,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3985.833128625706,398583.31286257063,854386.7933861179,46.65138973917183,455803.4805235473,0.29,0.57,0.3349913784773776,0.01736451504247758,1.1310509170000387,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262272,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4060.1835110447114,406018.35110447113,878021.7882877144,46.24240041881798,472003.4371832432,0.3,0.59,0.3305043614288925,0.01720658489759732,1.2124001250000447,local_ucb_tw_dense,context_noise_refinement
exp4,20261395,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6787.678968718519,678767.8968718519,871423.2375289667,77.8918747676027,192655.34065711487,0.52,0.74,0.3352618781739894,0.0174643968916304,1.1721734170000673,exp4_dense,context_noise_refinement
tw,20261245,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3351.381113621405,335138.1113621405,911572.7304493941,36.76482415143349,576434.6190872536,0.26,0.54,0.3310721336678033,0.017235630603557716,1.0851280419999512,tw_dense,context_noise_refinement
tm_tw,20261565,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4978.112490934911,497811.2490934911,886101.0595721249,56.17996318996292,388289.81047863374,0.4,0.62,0.32946838812138574,0.0171873199169496,1.1525171250000312,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262393,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5849.534898286364,584953.4898286364,828736.2981605531,70.5837901787321,243782.8083319167,0.43,0.7,0.3305849219451072,0.01721970510604483,1.1361470420000614,tm_tw_refined_dense,context_noise_refinement
tw,20261457,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,2390.460338376953,239046.03383769532,805262.0258606704,29.685496914150526,566215.9920229751,0.14,0.39,0.2605409037344347,0.01361646751059927,1.0930026659999612,tw_offline,context_noise_refinement
tm_tw,20261777,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5017.632302439488,501763.2302439488,809617.8829720468,61.97531462645235,307854.65272809804,0.43,0.66,0.25970883590857813,0.013550387069722997,1.0362165000000232,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262605,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6463.098334448482,646309.8334448482,853726.7654974936,75.70452978222173,207416.93205264537,0.46,0.74,0.26040454073729913,0.013581332818821764,1.1190654590000122,tm_tw_refined_offline,context_noise_refinement
tw,20262069,100,50,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5279.82211588086,527982.211588086,913764.0278927604,57.78102392645841,385781.8163046744,0.44,0.59,0.2600135480801578,0.013551141831460708,1.0867381250000108,tw_gated_offline,context_noise_refinement
tm_tw,20262389,100,50,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6345.539992009621,634553.999200962,877257.3285814316,72.33384988952639,242703.32938046963,0.48,0.76,0.25761198157296694,0.013444105050565792,1.1307028749999972,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263217,100,50,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6030.598312183923,603059.8312183922,805148.5289645811,74.9004450140306,202088.69774618885,0.39,0.71,0.26034955511034796,0.013597305713417055,1.0698260829999526,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262349,100,50,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5465.408667327062,546540.8667327062,885199.9332152192,61.74208178570043,338659.066482513,0.36,0.7,0.08960609589949445,0.001724627217317071,0.9722268750000467,tw_support_offline,context_noise_refinement
tm_tw,20262669,100,50,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5864.098212586721,586409.8212586722,882533.2967737496,66.44619793977098,296123.4755150775,0.37,0.67,0.08275842665136225,0.0017436181915090555,1.0739618330001122,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263497,100,50,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5416.441324077922,541644.1324077923,823267.5390531991,65.79199430487827,281623.40664540685,0.37,0.68,0.08557745048808392,0.001822595009038549,1.0611289999999372,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261641,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8448.661373863573,844866.1373863573,922902.7918016495,91.54443402831706,78036.6544152922,0.86,0.94,0.32924251750911243,0.017147802453632812,0.024756250000109503,oracle,context_noise_refinement
state_thompson,20262539,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,2816.494154625571,281649.4154625571,804423.4746782674,35.01258035454572,522774.05921571027,0.2,0.39,0.3313574390726157,0.01723772344194052,0.02734816699990006,state_thompson,context_noise_refinement
global_ucb_tw,20262375,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6264.443323872512,626444.3323872512,963113.5721781905,65.04366156635882,336669.23979093926,0.44,0.67,0.33147253456601516,0.01729098443058353,1.0942265419998876,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262273,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5593.489893130271,559348.9893130271,894265.8439350822,62.54840136258544,334916.8546220551,0.36,0.65,0.3304552096560546,0.017208921437083937,1.0632233329999963,local_ucb_tw_dense,context_noise_refinement
exp4,20261396,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7647.634639597959,764763.4639597959,921714.197644755,82.97186545612367,156950.73368495912,0.54,0.74,0.3312291948576461,0.017209953577182774,1.0895750409999891,exp4_dense,context_noise_refinement
tw,20261246,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6453.492285357574,645349.2285357574,1007418.9064917823,64.05967015083229,362069.6779560249,0.45,0.54,0.3332723483122876,0.01733937666935055,1.1412369580000359,tw_dense,context_noise_refinement
tm_tw,20261566,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6094.4252009347165,609442.5200934716,969290.4409088242,62.875119197714085,359847.9208153526,0.41,0.67,0.3306922973669273,0.017186590766047727,1.1001989579999645,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262394,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7011.467926977402,701146.7926977403,882799.2997992719,79.42312514941558,181652.5071015316,0.51,0.77,0.335205183782189,0.017451022361295126,1.066836125000009,tm_tw_refined_dense,context_noise_refinement
tw,20261458,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4286.14225982957,428614.225982957,864931.4625935537,49.5547039874962,436317.2366105967,0.34,0.64,0.25857404935486716,0.013515887766318199,1.0165657910001755,tw_offline,context_noise_refinement
tm_tw,20261778,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6286.273441123046,628627.3441123046,937519.210865456,67.05220936560833,308891.8667531514,0.43,0.72,0.2604341390845908,0.013537434575177152,1.065146041999924,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262606,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6560.4242667092385,656042.4266709238,836501.7993587393,78.42689964012567,180459.37268781546,0.54,0.81,0.26146972660492246,0.013636364190663282,1.0712941249998948,tm_tw_refined_offline,context_noise_refinement
tw,20262070,100,50,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3958.891791687738,395889.1791687738,941983.8793737962,42.02717136008204,546094.7002050224,0.34,0.59,0.25768212502869,0.013432385596348968,1.0637258750000456,tw_gated_offline,context_noise_refinement
tm_tw,20262390,100,50,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6976.086252549181,697608.6252549181,941113.3621863335,74.12588677247967,243504.7369314154,0.43,0.67,0.25793379110852876,0.013486023861309062,1.051783000000114,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263218,100,50,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7096.0596793101895,709605.9679310189,928592.1379217226,76.41739994904377,218986.1699907037,0.5,0.8,0.25936212000242004,0.013559226127832733,1.0441255420000743,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262350,100,50,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7449.642593336987,744964.2593336988,954096.968845756,78.08056032658179,209132.70951205725,0.49,0.78,0.08850978580108158,0.0016251185056432877,1.0750850829999763,tw_support_offline,context_noise_refinement
tm_tw,20262670,100,50,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6959.7599417885185,695975.9941788518,976238.5995087009,71.29158737721565,280262.60532984906,0.5,0.79,0.08613250679676335,0.001507496340358524,1.012173291999943,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263498,100,50,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6835.921905512929,683592.1905512928,891821.6127457293,76.65122495144043,208229.42219443643,0.54,0.78,0.08291077411199703,0.0015942779293618109,1.0004042919999847,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261642,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,12684.481814106835,1268448.1814106836,1353539.779788844,93.71340246893703,85091.5983781605,0.8,0.92,0.33180698394261154,0.01733674927870578,0.02378516699991451,oracle,context_noise_refinement
state_thompson,20262540,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4546.135140653252,454613.5140653252,1235844.3786458417,36.785660227176926,781230.8645805165,0.21,0.43,0.329912847766682,0.01721168226919339,0.026323249999904874,state_thompson,context_noise_refinement
global_ucb_tw,20262376,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6638.938030342423,663893.8030342424,1233147.294688587,53.83734821409951,569253.4916543447,0.29,0.56,0.33034617920934417,0.017206637374246218,1.0637396670001635,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262274,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4384.955637907972,438495.5637907972,1052748.8506324594,41.65243814109723,614253.2868416621,0.3,0.57,0.3298947852308904,0.01721331335692856,1.143499792000057,local_ucb_tw_dense,context_noise_refinement
exp4,20261397,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8022.146809338294,802214.6809338294,1150456.972157915,69.73008989889587,348242.2912240855,0.36,0.69,0.3361494186109654,0.017502715387990322,1.1515855420000207,exp4_dense,context_noise_refinement
tw,20261247,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5803.57957980009,580357.957980009,1146496.2231267383,50.62013692441566,566138.2651467293,0.29,0.52,0.3313774889817912,0.017284378040828212,1.108987999999954,tw_dense,context_noise_refinement
tm_tw,20261567,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4550.231772625265,455023.1772625265,1170272.0550511524,38.88182882762568,715248.8777886259,0.18,0.42,0.33085632974375145,0.01721238507703277,1.1579804590001004,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262395,100,50,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,11730.397104301084,1173039.7104301085,1403818.7595149155,83.56062365454127,230779.04908480705,0.43,0.73,0.3375044827355515,0.017562378895250003,1.1386084579999078,tm_tw_refined_dense,context_noise_refinement
tw,20261459,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7518.6699841663185,751866.9984166318,1320313.4510413536,56.94609850589809,568446.4526247218,0.32,0.51,0.2602749917541665,0.013562717322668909,1.116697791999968,tw_offline,context_noise_refinement
tm_tw,20261779,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9098.808656268675,909880.8656268675,1309072.7358019226,69.50575325132604,399191.8701750551,0.4,0.67,0.2574763683922732,0.013462106490529976,1.0378157909999572,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262607,100,50,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7551.770057906502,755177.0057906503,1076688.4904297674,70.13885747856526,321511.48463911714,0.45,0.66,0.25968562617216817,0.013518789945642186,1.033174874999986,tm_tw_refined_offline,context_noise_refinement
tw,20262071,100,50,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9454.130043079542,945413.0043079542,1296063.3110034696,72.94497084220164,350650.3066955154,0.42,0.66,0.25567950359387914,0.013347288306889441,1.0529539999999997,tw_gated_offline,context_noise_refinement
tm_tw,20262391,100,50,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4747.262875943751,474726.2875943751,1320114.3891389945,35.960996372746244,845388.1015446194,0.19,0.5,0.259365266039488,0.013542678132924394,1.0960906669999986,tm_tw_gated_offline,context_noise_refinement
